course_id,course_title,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject,language,rating
1032648,beginning accounting,Paid,20,0,0,12,Intermediate,0.6333333333333333,2016-12-26,Business Finance,English,4.234613666815543
1087466,Stop Creditors from Harassing you and Avoid Bankruptcy,Paid,20,0,0,7,Beginner,0.6166666666666667,2017-02-02,Business Finance,English,4.234613666815543
1058852,Learn to trade using technical analysis,Paid,50,0,0,6,Intermediate,0.5333333333333333,2017-05-02,Business Finance,English,4.234613666815543
1083744,How to Invest Using ETFs from Former Wall Street Trader,Paid,200,0,0,10,All Levels,2.0,2017-02-15,Business Finance,English,4.234613666815543
1271430,Workshop on Banking Credit Analysis Process,Paid,100,0,0,7,All Levels,1.5,2017-06-28,Business Finance,English,4.234613666815543
715476,The Cuckoo Strategy to get European Funding,Paid,160,0,0,6,All Levels,1.0,2016-01-06,Business Finance,English,4.234613666815543
1219820,Accounting - The 6 most important rules you must learn,Paid,20,0,0,9,All Levels,1.0,2017-05-25,Business Finance,English,4.2
627332,Mutual Funds for Investors in Retirement Accounts,Paid,20,0,0,0,All Levels,0.0,2015-12-17,Business Finance,English,4.234613666815543
1136038,Free Ways to Create Passive Income Online,Paid,25,0,0,27,Beginner,1.0,2017-04-17,Business Finance,English,4.234613666815543
1232282,The Cash Flow Statement - An Introduction,Paid,50,0,0,10,Beginner,1.5,2017-06-28,Business Finance,English,4.2
41961,"Options Foundation - Time Decay, Implied Volatility, Greeks",Paid,60,459,25,14,Beginner,3.0,2013-02-17,Business Finance,English,4.2
42040,Buying Call and Put Options - Options beginner strategies,Paid,60,266,20,14,Intermediate,3.0,2013-02-18,Business Finance,English,4.5
1039442,How To Trade RSI Pullback Strategy: Entry To Exit (Forex),Paid,150,104,10,21,All Levels,2.0,2017-02-17,Business Finance,English,4.4
615602,Valuation of Goodwill for CA / CFA / CMA Exams,Paid,20,1509,0,9,All Levels,0.7166666666666667,2015-09-23,Business Finance,English,4.234613666815543
235112,Forex - Catch the Big Market Moves in Forex,Paid,20,212,25,14,Intermediate,1.5,2014-06-02,Business Finance,English,4.234613666815543
551910,SEASON 2 MQL4 Tutorial Bootcamp - Metatrader4 Trading Robots,Paid,25,462,18,34,All Levels,1.0,2015-07-16,Business Finance,English,4.234613666815543
1051430,Intermediate Accounting 1: Easy. Fast. Simple!,Paid,200,90,12,35,Intermediate,2.5,2016-12-29,Business Finance,English,4.6
828596,Global Macro Investing - Take Control Of The World's Markets,Paid,30,153,41,27,Intermediate,2.0,2016-05-16,Business Finance,English,4.234613666815543
258894,How to Read a Balance Sheet,Paid,50,1055,21,64,Beginner,3.5,2014-07-11,Business Finance,English,4.234613666815543
138560,Credit Repair from a Financial Institution,Paid,20,157,13,9,All Levels,2.5,2014-01-14,Business Finance,English,4.234613666815543
689868,The Binary Institute -  Binary Options Trading Course,Paid,200,103,25,12,All Levels,2.5,2015-12-14,Business Finance,English,4.5
1020244,Mental Models For Wall Street - Become A Better Trader,Free,0,1067,50,35,All Levels,2.0,2016-12-14,Business Finance,English,4.6
858764,株式投資に向く性格に変えるための心理学を学ぶ,Paid,20,58,11,28,All Levels,1.5,2016-06-14,Business Finance,Japanese,4.2
941310,Matemática Financeira com HP12C e MS Excel,Paid,20,74,17,30,Beginner,4.5,2016-10-12,Business Finance,Portuguese,4.7
1214144,¡Triunfar en La Bolsa de Valores No Requiere de Experiencia!,Free,0,338,7,6,Beginner,1.0,2017-05-30,Business Finance,Spanish,3.8
492344,Cómo Crear Políticas Contables bajo NIIF para PYMES,Paid,20,27,5,6,All Levels,1.0,2015-08-25,Business Finance,Spanish,4.0
815672,Finanzas Personales para Vivir Libre de Deudas,Paid,75,76,13,77,Beginner,6.0,2016-04-27,Business Finance,Spanish,4.4
376712,Finanzas personales: Logrando la Libertad Financiera,Paid,30,27,5,12,Beginner,2.0,2015-01-09,Business Finance,Spanish,4.234613666815543
869716,株式投資で本当のテクニカル分析ができるようになる,Paid,20,68,10,45,Intermediate,2.5,2016-07-01,Business Finance,Japanese,4.5
754156,Aktiver Vermögensaufbau mit ETF,Paid,20,112,18,33,Beginner,2.0,2016-02-22,Business Finance,German,4.234613666815543
709816,Socorro! Preciso Organizar as Minhas Finanças!,Paid,20,72,17,37,All Levels,1.5,2016-01-08,Business Finance,Portuguese,4.234613666815543
680046,Curso Completo de Opciones Binarias: Estrategias 90% Acierto,Paid,145,335,16,26,All Levels,1.5,2015-12-16,Business Finance,Spanish,3.3
1138162,Le basi del Trading,Paid,200,22,5,18,All Levels,3.5,2017-03-11,Business Finance,id,4.234613666815543
829182,【個人事業主向け】青色申告の記帳を自力で行うための複式簿記の基本,Paid,30,41,3,37,Beginner,3.0,2016-05-25,Business Finance,Japanese,4.1
1163242,Profit and Loss Account for bankers and credit analysts,Paid,20,1,0,31,Beginner,7.5,2017-04-23,Business Finance,English,4.234613666815543
46933,Business Accounts For Managers,Paid,30,16,0,23,Beginner,3.0,2013-04-23,Business Finance,English,3.9
954842,Black Scholes Option Pricing Model,Paid,25,3,0,10,Beginner,1.0,2017-05-03,Business Finance,English,3.3
868112,Chief Wealth Officer,Paid,45,4,0,7,Beginner,1.0,2016-06-03,Business Finance,English,4.6
1056242,Practical Accounts Training A,Paid,35,2,0,127,Intermediate,31.5,2017-01-18,Business Finance,English,4.3
113712,International Trade and New Geographic Economy,Paid,20,12,1,6,All Levels,0.5333333333333333,2013-12-05,Business Finance,English,4.234613666815543
146454,2. Principles of Simple Interest - advanced problems,Paid,20,10,1,12,Intermediate,1.5,2014-01-20,Business Finance,English,4.234613666815543
56926,School of Raising Capital: Agile Financial Modeling,Paid,20,12,1,11,All Levels,1.5,2013-06-28,Business Finance,English,4.234613666815543
589778,How to Read Financial Statements,Paid,20,5,2,59,Beginner,2.0,2015-08-23,Business Finance,English,4.234613666815543
1113702,"Intro. to Asset-Backed Securities, CFA Level I,  2017 Prep",Paid,20,1,0,13,All Levels,3.0,2017-03-27,Business Finance,English,4.234613666815543
1072220,Reach Your Personal Financial Goals the Easy Way (2017 UK),Paid,95,2,0,59,All Levels,4.5,2017-05-22,Business Finance,English,4.4
101038,Bitesize Bookkeeping for busy people,Paid,20,9,0,13,Beginner,1.5,2015-03-29,Business Finance,English,4.234613666815543
417088,Do Your Own Accounts,Paid,35,42,2,13,All Levels,1.5,2015-02-13,Business Finance,English,3.9
258954,CFA Level 1 - Derivatives,Paid,30,110,6,25,All Levels,4.0,2014-07-21,Business Finance,English,4.3
298044,Accounting for everyone! ,Paid,35,420,2,14,Beginner,1.0,2014-11-19,Business Finance,English,4.234613666815543
593962,Stock Fundamental Analysis with Excel,Paid,50,206,13,50,All Levels,10.0,2015-09-15,Business Finance,English,4.234613666815543
941520,Financial Accounting For Beginners,Paid,60,164,3,22,All Levels,1.5,2016-09-25,Business Finance,English,3.8
64173,Trading: How Transformative Learning Drives Expertise,Paid,30,69,2,16,All Levels,1.0,2013-07-15,Business Finance,English,4.234613666815543
371828,Manual Bookkeeping,Paid,20,28,2,26,Intermediate,2.5,2015-07-24,Business Finance,English,3.8
974954,Numeracy skills in business and everyday life:Think and Deal,Paid,20,90,4,15,Beginner,0.6333333333333333,2016-10-11,Business Finance,English,4.234613666815543
818572,Financial Modelling in Excel Step by Step,Paid,20,13,2,17,Intermediate,1.5,2016-05-05,Business Finance,English,3.6
115752,Straight From Business School: Create Financial Statements,Paid,20,31,2,5,Beginner,1.0,2013-11-28,Business Finance,English,4.0
731150,How To Pay Less Tax (UK version),Paid,50,13,2,98,All Levels,0.5166666666666666,2016-01-19,Business Finance,English,4.234613666815543
627772,Interpreting financial statements,Free,0,2119,111,54,All Levels,2.0,2015-10-28,Business Finance,English,4.0
850726,Forex trading with binary options,Paid,25,136,28,21,All Levels,3.0,2016-05-16,Business Finance,English,4.234613666815543
136244,Triple P Trading Course,Paid,20,797,15,16,All Levels,3.0,2013-12-24,Business Finance,English,4.3
485889,Cost Accounting - A Comprehensive Study,Paid,180,503,43,286,All Levels,29.5,2015-04-26,Business Finance,English,4.1
507778,How to become a successful day trader,Paid,95,1150,6,27,All Levels,2.5,2015-05-25,Business Finance,English,4.1
422918,Essentials of Finance and Investment in 2 hours,Paid,20,1403,6,14,Beginner,2.0,2015-06-01,Business Finance,English,3.6
362530,Public Speaking: You Can Give Great Financial Presentations,Paid,20,916,6,23,All Levels,6.5,2014-12-11,Business Finance,English,4.6
579642,Professional Trading - Consistent Profits with Low Risk!,Paid,20,627,5,27,All Levels,1.0,2015-10-17,Business Finance,English,3.6
1022796,Trading for winning,Paid,200,168,7,27,All Levels,2.0,2017-01-23,Business Finance,English,4.7
793084,Succeed in Stocks Even if you Don't Know Where to Start,Free,0,2554,20,10,Beginner,1.0,2017-03-09,Business Finance,English,3.9
881062,Options Basics & Trading With Small Capital! - Level 1,Paid,30,120,17,19,Beginner,2.0,2016-07-26,Business Finance,English,4.3
838260,Forex trading Basic to advance Professional Level course,Paid,20,750,13,28,All Levels,2.5,2016-05-05,Business Finance,English,4.234613666815543
380542,Day Trading in Stocks: Strategies for Beginner Investors,Paid,50,217,19,9,All Levels,2.0,2015-01-08,Business Finance,English,3.6
772480,Learn to Trade Forex Big U-Turn Trade,Paid,50,106,13,12,Beginner,1.0,2016-02-24,Business Finance,English,4.234613666815543
576906,"Technical Analysis Primer for trading Stocks, Bonds & Forex",Paid,50,397,4,36,Beginner,3.0,2015-11-23,Business Finance,English,4.5
410196,DIY: Reduce Unpaid Federal Tax thru  IRS Offer in Compromise,Paid,20,44,3,8,All Levels,1.0,2015-03-26,Business Finance,English,4.234613666815543
581662,Stock Trading with this Strategy,Paid,50,30,3,6,All Levels,1.0,2015-08-13,Business Finance,English,3.7
1088102,The Psychology of Trading,Paid,20,95,3,20,All Levels,1.0,2017-02-02,Business Finance,English,2.9
788756,Professional Forex Strategy+2 weeks for FREE trading alerts,Paid,95,55,9,15,All Levels,1.0,2016-03-29,Business Finance,English,4.234613666815543
380206,Stock Trading Essentials for Day Traders,Paid,100,94,15,9,All Levels,1.0,2015-01-08,Business Finance,English,3.4
160322,Basics of Finance and Budgeting,Paid,20,578,7,34,Beginner,6.0,2014-05-19,Business Finance,English,3.4
610812,Portfolio Management CFA L1 2016,Paid,20,393,5,34,All Levels,5.0,2015-09-15,Business Finance,English,4.2
288256,"Trade Stocks, Forex & Financial Markets like a Professional",Paid,20,116,6,12,All Levels,3.0,2014-08-28,Business Finance,English,4.234613666815543
662996,The Tax Advantaged Investor: A Guide to Legal Tax Reduction!,Free,0,1888,42,25,All Levels,2.0,2015-12-17,Business Finance,English,4.0
101234,The Smart Option Trader,Paid,45,412,19,74,All Levels,13.0,2013-10-10,Business Finance,English,3.6
1113442,Beginners Chart Patterns Trading for Penny Stocks,Paid,200,40,7,26,Beginner,1.5,2017-02-22,Business Finance,English,4.4
746366,Financial Statements: Learn Accounting. Unlock the Numbers.,Paid,40,222,12,35,Beginner,3.0,2016-02-17,Business Finance,English,4.5
186556,CFA® Level 1 2014 – Alternative Investments,Paid,30,831,1,13,All Levels,2.0,2014-04-14,Business Finance,English,4.234613666815543
179500,Interest Rate Swaps,Paid,50,485,24,20,All Levels,3.5,2014-03-11,Business Finance,English,4.5
304000,Financial Modelling for entrepreneurs,Paid,20,232,7,17,All Levels,1.0,2014-09-20,Business Finance,English,3.4
334838,Economics - CFA Level 1 - 2014,Paid,20,135,20,24,Beginner,4.0,2014-11-08,Business Finance,Catalan,4.234613666815543
302456,Bookkeeping Made Simple,Paid,40,61,16,22,All Levels,2.5,2015-07-16,Business Finance,English,4.5
537748,What is Bitcoin,Paid,20,61,3,27,All Levels,5.0,2015-07-09,Business Finance,English,4.234613666815543
378464,Accounting for CA CPT Exams Part I,Paid,50,874,2,120,All Levels,13.5,2014-12-27,Business Finance,English,4.234613666815543
532216,Raising Capital for Your Business,Paid,50,22,5,60,All Levels,2.5,2015-08-03,Business Finance,English,4.9
41973,"Silver, Gold, and Inflation",Free,0,5597,76,11,Beginner,1.0,2013-02-16,Business Finance,English,4.234613666815543
138004,Accounting Concepts For Technocrats,Paid,20,261,2,35,Beginner,2.5,2013-12-26,Business Finance,English,4.234613666815543
94532,Beginner Financial Analysis: Invest Like Warren Buffett,Paid,50,83,4,19,Beginner,0.6833333333333333,2014-03-10,Business Finance,German,4.234613666815543
467238,Advance Technical Analysis,Paid,50,152,6,14,Expert,3.5,2015-04-08,Business Finance,English,4.234613666815543
850294,The Everyday Investor: Building Wealth with Venture Capital,Paid,20,176,2,12,Intermediate,2.5,2016-06-07,Business Finance,English,4.234613666815543
1110256,QuickBooks Online : Inventory Management For Non-Finance,Paid,35,8,4,10,All Levels,0.6666666666666666,2017-04-20,Business Finance,English,4.234613666815543
439210,Law Matters,Paid,20,327,1,12,Beginner,0.45,2015-03-27,Business Finance,English,4.234613666815543
597164,Learn to Trade for Profit: Finding Winning Stocks - Chinese,Paid,95,264,0,79,All Levels,3.0,2015-10-08,Business Finance,English,4.9
773502,Financial Accounting Part 2 - Passing The Class,Paid,20,15,4,36,Beginner,4.5,2017-05-01,Business Finance,English,4.5
262818,Simple Options Trading System,Paid,35,104,2,16,Intermediate,1.5,2014-07-31,Business Finance,English,4.4
255046,Investments and Financial Markets,Paid,40,71,3,19,Beginner,1.5,2014-07-22,Business Finance,English,4.234613666815543
295909,Legal Accounting,Paid,110,26,6,49,All Levels,4.0,2014-09-21,Business Finance,English,3.5
1153876,"Term Loan Appraisal for bankers, credit analysts",Paid,20,11,2,28,Beginner,6.5,2017-04-03,Business Finance,English,4.234613666815543
83736,Small Biz Doers' Guide to Small Biz Accounting + Bookkeeping,Paid,20,1294,7,58,Beginner,5.5,2013-08-28,Business Finance,English,4.234613666815543
75182,Trade Show Samurai,Paid,95,32,7,7,All Levels,0.5166666666666666,2013-08-29,Business Finance,English,4.5
236070,Forex Harmonic Trading- With Multiple Forex Chart Examples,Paid,135,313,16,25,All Levels,2.5,2016-11-28,Business Finance,English,4.234613666815543
788796,The Cost of Capital: The Key To Attract Venture Capitalists,Paid,50,635,4,6,All Levels,0.6833333333333333,2016-03-22,Business Finance,English,4.234613666815543
508796,Accounting for School Students,Paid,30,1311,2,12,All Levels,1.5,2015-05-22,Business Finance,English,4.234613666815543
739910,Learn To Trade The Forex Naked Price Action Acapulco Trade,Paid,70,288,9,13,Intermediate,1.0,2016-01-25,Business Finance,English,4.234613666815543
725872,Certificate in MYOB AccountRight Premier 2017 Course,Paid,200,97,18,29,All Levels,3.0,2016-03-10,Business Finance,English,4.0
894336,Master The Psychology of Forex & Binary Options Trading,Paid,20,53,16,7,Intermediate,1.0,2016-07-04,Business Finance,English,4.4
334820,Learn to Pick the Right Stock Broker Account,Paid,40,1102,3,14,Beginner,0.5666666666666667,2014-12-24,Business Finance,English,4.234613666815543
619786,Profit During Crashing Markets: A Step-by-Step Guide,Paid,195,57,11,18,All Levels,1.0,2016-05-16,Business Finance,English,4.234613666815543
179820,Introduction to Futures & Options,Paid,50,694,35,27,All Levels,4.5,2014-03-11,Business Finance,English,4.5
322332,Learn To Invest In 7 Steps,Paid,50,137,14,21,Beginner,3.0,2015-03-29,Business Finance,English,4.234613666815543
597424,Sell like a Pro: Insider Secrets of Successful Selling!,Paid,115,12,1,25,All Levels,2.5,2016-11-01,Business Finance,English,4.234613666815543
1089610,3 Little Pigs: A Multiple Timeframe Forex Trading Strategy,Paid,20,18,0,6,All Levels,1.5,2017-02-24,Business Finance,English,4.234613666815543
166842,6. Annuities Due and Deferred,Paid,20,170,0,16,All Levels,1.5,2014-02-24,Business Finance,English,4.234613666815543
408232,CFA® Level 1 2014 – Quantitative Methods,Paid,50,119,0,27,All Levels,5.0,2015-02-26,Business Finance,English,4.234613666815543
249376,IFRIC 13-Customer Loyalty Programmes (Revenue),Free,0,2058,22,6,All Levels,0.6,2014-07-05,Business Finance,English,4.234613666815543
231256,FOREX Currency Trading For Beginners,Paid,25,35,2,28,Beginner,4.0,2014-06-17,Business Finance,English,4.7
479496,Basic Technical Analysis,Paid,50,40,1,27,Beginner,2.5,2015-08-05,Business Finance,English,4.234613666815543
944534,Forex:Trade Management & Psychology,Paid,150,13,0,19,Intermediate,2.0,2016-09-21,Business Finance,English,4.1
1153854,"Working Capital assessment for bankers, credit analysts",Paid,20,4,0,29,Beginner,7.0,2017-04-06,Business Finance,English,4.234613666815543
74028,"CFA Level I Workshop 6: Alternatives, PM and Economics ",Paid,20,71,1,5,All Levels,1.0,2013-08-12,Business Finance,English,4.234613666815543
73962,CFA Level I Workshop 3: Financial Reporting & Analysis II,Paid,20,71,1,5,All Levels,1.0,2013-08-12,Business Finance,English,4.234613666815543
1156530,How to trade in the Forex market,Paid,200,6,0,39,Intermediate,2.5,2017-03-29,Business Finance,English,4.234613666815543
1097288,Bookkeeping Practicals with Software,Paid,35,1,0,130,Intermediate,31.5,2017-02-07,Business Finance,English,4.234613666815543
614668,8 Steps To Achieve Financial Freedom And Escape Debt,Paid,40,5,0,48,Beginner,5.5,2015-11-13,Business Finance,English,4.234613666815543
1082352,Trading Basics in 30 minutes,Paid,50,1,0,6,Beginner,0.5333333333333333,2017-02-26,Business Finance,English,4.234613666815543
625670,Technical Charting,Paid,20,4,1,6,Intermediate,1.0,2015-11-02,Business Finance,English,4.234613666815543
35409,Profits Turbo,Paid,20,10,0,7,Intermediate,5.5,2013-06-03,Business Finance,English,4.234613666815543
250902,Nest Egg Investing,Paid,45,6,0,12,Beginner,2.0,2014-06-27,Business Finance,Norwegian,4.234613666815543
1010988,Economics for beginners - Various Concepts,Paid,25,2,0,34,Beginner,2.5,2017-01-02,Business Finance,English,4.234613666815543
855816,Investing in Stocks & Shares,Paid,20,2,0,24,Beginner,2.0,2016-05-23,Business Finance,English,4.1
813360,Learn Financial Modeling from Scratch - Part 2,Paid,50,2,1,27,All Levels,3.5,2016-04-07,Business Finance,English,4.234613666815543
813516,Learn Financial Modeling from Scratch - Part 3,Paid,50,2,0,22,All Levels,2.0,2016-04-07,Business Finance,English,5.0
302484,A Practical Guide to Wealth Creation,Paid,35,6,0,7,All Levels,1.0,2016-11-18,Business Finance,English,4.8
861764,"'Geometry Of Chance strategy of defeating the roulette.""",Paid,30,2,1,10,Intermediate,1.5,2016-06-28,Business Finance,English,4.6
765238,Trading Algorítmico en Forex: Crea tu primer Robot de Forex!,Paid,170,206,39,39,All Levels,6.5,2016-03-12,Business Finance,Catalan,4.234613666815543
542950,MQL4 Bootcamp Tutorial- Trading Robot Coding in Metatrader4,Paid,20,313,14,25,Beginner,1.0,2015-07-05,Business Finance,English,4.234613666815543
307080,Introducción a la contabilidad,Paid,20,193,19,14,Beginner,1.0,2014-12-17,Business Finance,Spanish,3.9
469848,Einnahmen aus Udemy-Kursen als Dozent korrekt versteuern,Paid,30,66,16,11,Beginner,1.0,2015-04-09,Business Finance,German,3.9
581498,Contabilidad Gubernamental en México,Paid,30,270,22,24,All Levels,3.5,2015-08-14,Business Finance,Spanish,4.6
849896,株式投資に必要なスキルの学習手順を学ぶ,Paid,20,139,36,29,Beginner,2.0,2016-06-09,Business Finance,Japanese,4.1
1174084,Formação de preços em serviços,Paid,35,77,5,28,Intermediate,2.0,2017-04-26,Business Finance,Portuguese,4.0
801702,"Geld verdienen mit dem Ticken der Uhr, wie Warren Buffett!",Paid,195,225,41,33,All Levels,5.0,2016-03-30,Business Finance,German,4.234613666815543
786984,Торговля дельта-нейтральными стренглами,Paid,150,23,6,25,All Levels,1.5,2016-03-10,Business Finance,Russian,4.4
255592,Guía práctica para comprar acciones en la Bolsa de USA,Free,0,4876,210,36,Intermediate,4.5,2014-09-11,Business Finance,Spanish,4.3
514844,Contabilidad Financiera: Conoce el Lenguaje de los Negocios.,Paid,20,244,13,21,Beginner,2.5,2015-06-16,Business Finance,Spanish,4.234613666815543
998706,Curso de Day Trader para Iniciantes,Free,0,1278,200,13,Beginner,1.5,2016-11-03,Business Finance,Spanish,4.234613666815543
644020,Curso de Iniciación al Trading,Paid,85,31,5,40,All Levels,10.5,2015-11-26,Business Finance,Spanish,4.234613666815543
1250742,Complete GST Course For Small and Medium Enterprises,Paid,75,8,0,45,Beginner,6.0,2017-06-14,Business Finance,English,4.234613666815543
54246,3 documentos clave para administrar tu empresa con éxito,Paid,45,40,6,18,Intermediate,1.0,2013-05-16,Business Finance,Spanish,4.2
805630,Forex/Opciones Binarias para Principiantes,Paid,25,9,5,9,Beginner,2.0,2016-04-01,Business Finance,Spanish,4.234613666815543
315716,15 Mandamientos para ganar dinero en Bolsa,Paid,20,45,2,49,All Levels,8.5,2014-10-14,Business Finance,Spanish,4.234613666815543
1124276,Le bitcoin et la blockchain,Paid,80,13,3,12,All Levels,0.7333333333333333,2017-03-13,Business Finance,French,3.3
1227792,Contabilità Generale,Paid,200,4,1,40,All Levels,8.5,2017-05-29,Business Finance,Italian,4.234613666815543
769340,Торговля опционами: Как заработать на волатильности,Paid,150,20,5,29,All Levels,2.0,2016-02-25,Business Finance,Russian,4.2
737182,Estrategias de Inversión aplicadas al mundo del trading,Paid,20,9,2,25,All Levels,3.0,2016-05-26,Business Finance,Spanish,3.6
960786,バイナリーオプション取引,Paid,85,29,3,24,All Levels,0.65,2016-11-28,Business Finance,Japanese,2.4
657050,Caza los Enormes Movimientos del Mercado,Paid,20,6,2,13,All Levels,1.5,2015-11-12,Business Finance,Spanish,4.234613666815543
1196700,Le basi del trading online,Paid,45,7,1,27,Beginner,3.5,2017-05-31,Business Finance,Italian,3.7
1137310,自分に合った投資信託を見つけよう！,Paid,25,859,49,23,Beginner,2.0,2017-03-31,Business Finance,Japanese,4.4
632368,Monatlich Geld anlegen für später!,Paid,30,5983,135,7,Beginner,0.6166666666666667,2015-10-06,Business Finance,German,4.1
571730,Invierte en la Bolsa Mexicana y de USA,Paid,200,1673,547,40,Beginner,5.5,2015-08-10,Business Finance,Spanish,4.7
720994,Gestão Financeira Para Pequenas e Médias Empresas,Paid,115,1284,230,45,All Levels,4.5,2016-01-29,Business Finance,Portuguese,4.6
1080466,Curso Completo de Bitcoin - Ganhe 0.00005 Bitcoin,Paid,30,394,109,73,All Levels,5.5,2017-02-06,Business Finance,English,4.234613666815543
907416,Tudo sobre Investimentos em Renda Fixa,Paid,45,689,145,16,All Levels,2.0,2016-08-22,Business Finance,Portuguese,4.3
1062144,Aprende a invertir sin capital,Paid,130,649,37,29,Beginner,1.5,2017-05-01,Business Finance,Spanish,4.4
1097486,Apprendre à trader sur le marché du Forex - guide complet,Paid,140,187,47,38,Beginner,3.0,2017-03-07,Business Finance,French,4.6
396890,Introducción a las Finanzas,Paid,30,1798,40,15,Beginner,1.5,2015-01-27,Business Finance,Spanish,3.7
945194,Finanzielle Unabhängigkeit-1: Erste Schritte zur Million,Paid,20,465,51,28,Beginner,1.0,2016-09-12,Business Finance,German,4.0
598846,Forex para Principiantes-Ejemplos en VIVO de Trading Real,Paid,140,813,94,52,Beginner,5.0,2015-10-05,Business Finance,Spanish,4.234613666815543
950750,Finanzielle Unabhängigkeit-3 Millionär werden mit Immobilien,Paid,20,326,23,14,Expert,1.0,2016-09-12,Business Finance,German,3.8
740764,Introduction to Health Financing,Paid,85,26,1,17,Beginner,2.0,2016-05-17,Business Finance,English,4.234613666815543
739972,Accounting Cycle: Learn the concepts in 60 minutes,Paid,20,26,3,14,All Levels,1.0,2016-01-26,Business Finance,English,4.234613666815543
464002,Optimize! Make Best Decisions with Microsoft Excel,Paid,20,28,3,14,Expert,1.0,2015-04-01,Business Finance,English,4.234613666815543
343818,Understanding The Stock Market: For Beginners,Paid,25,122,2,36,Beginner,7.5,2014-11-18,Business Finance,English,4.2
434100,CFA® Level 1 2014 – FI,Paid,40,149,0,49,All Levels,4.5,2015-03-08,Business Finance,Dutch,4.234613666815543
158140,9. Sinking Funds,Paid,20,205,1,5,All Levels,1.0,2014-02-11,Business Finance,German,4.234613666815543
1141708,Managerial Accounting - The Ultimate Beginner Course!,Paid,100,11,0,121,Beginner,11.0,2017-04-13,Business Finance,English,4.1
1240408,Forex Trading for Beginners Vol 1:A Forex Course Made Simple,Paid,175,3,0,27,Beginner,1.0,2017-07-04,Business Finance,English,4.0
557208,Accounting - Basic Costing ,Paid,40,108,2,37,Beginner,3.5,2015-08-04,Business Finance,English,4.2
1178150,"Double Your Salary With Free, Local, Job Training Courses",Paid,20,8,1,8,All Levels,1.0,2017-04-17,Business Finance,English,4.3
93850,Financial Modeling - Facebook Case Study,Paid,25,9,3,13,All Levels,1.5,2013-10-02,Business Finance,English,4.234613666815543
429080,Understanding Financial Derivatives,Paid,20,16,1,11,Intermediate,2.0,2017-03-24,Business Finance,English,4.0
914164,Forex Basics: Learn how to read and analyze Forex charts,Paid,195,11,0,45,Beginner,4.5,2016-09-22,Business Finance,English,4.234613666815543
876898,Forex - Help I cant Trade,Paid,200,12,0,20,All Levels,2.0,2016-10-18,Business Finance,English,3.5
877968,Start-up financial modeling for non-finance professionals,Paid,20,11,0,19,All Levels,4.0,2016-06-20,Business Finance,English,4.1
1230950,The Fast Route to a Faster Financial Close,Paid,50,2,0,8,Intermediate,1.5,2017-06-23,Business Finance,English,4.234613666815543
953432,Easy Finance For Startups,Paid,50,9,4,6,Beginner,0.6666666666666666,2016-10-16,Business Finance,English,4.234613666815543
872204,"Excel 4 Accounting & Bookkeeping - Master Date,Time & Text",Paid,35,15,1,12,All Levels,1.0,2016-06-27,Business Finance,English,4.234613666815543
1027678,"Depreciation, Amortization and Depletion",Paid,25,7,1,13,Intermediate,1.0,2017-03-06,Business Finance,English,3.9
304420,Breakeven Analysis and Pricing,Paid,20,27,2,10,All Levels,1.0,2014-09-22,Business Finance,English,3.1
1078254,Tally ERP Complete Training in Urdu / Hindi,Paid,30,5,2,51,All Levels,5.0,2017-02-02,Business Finance,Hindi,3.6
1193288,Accounting Simplified,Paid,30,3,0,41,All Levels,8.5,2017-05-03,Business Finance,English,4.234613666815543
1106148,Series 7: Intermediate Options,Paid,55,5,0,11,Intermediate,1.0,2017-04-17,Business Finance,English,4.7
1029322,Accounting and Business Basics,Paid,200,5,0,10,All Levels,2.0,2017-01-19,Business Finance,English,4.234613666815543
676650,Corso introduttivo al trading profittevole,Paid,20,132,9,9,Beginner,1.0,2015-11-23,Business Finance,Italian,4.234613666815543
129274,Aprende a Ganar Dinero en la Bolsa,Paid,30,112,16,42,All Levels,4.0,2013-12-11,Business Finance,Spanish,4.234613666815543
634932,Inversión: Fundamentos del Trading para Principiantes,Paid,125,285,6,18,Beginner,1.5,2015-10-26,Business Finance,Spanish,3.7
116924,Gana en la Bolsa con Análisis Técnico,Paid,25,91,11,35,Beginner,8.5,2014-01-29,Business Finance,Spanish,4.234613666815543
1174086,Precificação - Calculando valor de venda baseado nos custos,Paid,35,32,3,46,All Levels,3.0,2017-04-19,Business Finance,Portuguese,4.3
369726,Cómo ganar dinero invirtiendo en bolsa,Free,0,2740,306,10,Beginner,2.0,2016-04-02,Business Finance,Spanish,4.8
427040,Investiere in Tax Liens-Hohe Zinsen gesetzl. festgeschrieben,Paid,20,59,11,7,All Levels,1.5,2015-02-25,Business Finance,German,4.234613666815543
1132162,Investimento em Ações,Paid,20,16,4,27,Beginner,4.5,2017-03-27,Business Finance,Portuguese,4.2
1206414,Excelを使ってビジネスシミュレーション：基礎編,Paid,85,22,5,47,Beginner,5.0,2017-05-18,Business Finance,Japanese,4.5
997128,Estrategias de trading en bolsa,Paid,25,15,2,14,All Levels,2.0,2016-12-10,Business Finance,Spanish,3.9
826168,Grundlagen der finanziellen Unabhängigkeit,Free,0,1059,96,9,All Levels,1.5,2016-04-21,Business Finance,German,3.9
